vehicle_id,v2x_messages_transmitted,neighbor_vehicles,communication_success_rate,gps_consistency,sensor_signal_strength,speed,acceleration_variance,behavioral_consistency,label,latency_v2x_messages,packet_loss_rate,jitter,environmental_conditions,maneuver_type,distance_to_nearest_vehicle,battery_level,network_type,security_events_detected,vehicle_model,road_type,time_since_last_update
24,2658,21,82.40418110741217,0.9631271743054568,0.7863036164410112,67.1739837518439,1.5401921264741756,0.8447479181582989,real,0.010991693492718946,5.149017787937731,0.06729723625006316,fog,braking,6.860312424205817,52.65455323279846,other,3,Model_D,urban,1728.4636277325542
25,7949,47,90.889781959217,0.9832126281476192,0.6385062621629893,75.34717762098498,2.2869991639341505,0.8867726193498345,real,0.4776138454343711,2.6221860859094983,0.07608099506130622,rain,cruising,26.512086915508327,21.707899387668707,5G,3,Model_A,rural,3490.192163306309
26,2147,9,80.11517320996244,0.7446387908215346,0.9606537561064876,77.02869387313905,3.6623907823692567,0.7030140943164495,real,0.04228691753957619,2.4811125876145548,0.05931160509267961,rain,braking,300.905258670526,56.86089247037152,5G,4,Model_D,highway,2116.162617588055
27,2847,9,86.49171659800541,0.838802681519618,0.7915954021385487,41.010719291235176,3.4953091232014644,0.7584521474966092,real,0.04506628455630259,4.36126902801718,0.07665335521669574,fog,cruising,388.53841786196386,28.177667778191,4G,3,Model_D,urban,329.0504196040485
28,9267,10,87.32923069742796,0.9942962134488056,0.796420090254055,94.22713922522868,4.93810551432978,0.8473991295736393,real,0.4993194098071658,0.6972486949004875,0.027855473452885172,rain,braking,238.35300296548766,31.193692463304746,5G,1,Model_D,rural,2014.5981522585635
29,289,26,87.9234538321851,0.8450222307919439,0.677462330438505,22.519909482106964,1.2032890186580665,0.9851510684767404,real,0.12455635110129788,1.7783902190019518,0.04156952041457007,snow,cruising,406.4054476291548,18.60921719378389,other,3,Model_B,highway,1057.1978513485362
30,2834,41,93.90934413379723,0.9590642567543636,0.5259946759888537,55.483185554316265,3.345357776343954,0.8150827121065475,fake,0.15159080201344363,0.8551545065181898,0.021701980483429598,rain,lane_change,52.73067201292797,75.11666044614358,5G,0,Model_B,rural,1772.0692891220958
31,3105,35,87.77116202540691,0.8766194566393959,0.5158718826864943,98.02126485356337,3.0874413505513094,0.8273116078160904,real,0.3541978516198458,1.6662564285609394,0.016238389426363953,fog,accelerating,310.8040317523809,77.14035874069143,4G,2,Model_A,rural,3523.831748841915
32,4758,25,88.97387245245062,0.8125989723758805,0.7116675720765988,76.38929210554024,4.583982427001146,0.9144088267019866,real,0.03264360963997738,3.9018060717570826,0.06258410018564374,clear,accelerating,303.1970676071487,48.06189889524133,4G,3,Model_B,rural,939.9385107619602
33,1999,26,84.75088261748655,0.785735066657761,0.542282689048619,46.116243251086026,0.8661744940598878,0.8811378271858354,real,0.05217886027592917,0.04968990735747969,0.0857189754601829,fog,lane_change,308.31453850368354,39.66569161697458,5G,4,Model_D,highway,231.84284684157294
34,7834,11,87.4650358325868,0.7609669273258262,0.8034234777700695,89.49531193430477,3.783811001575972,0.7896778450294999,real,0.33926423375764286,9.16430869728808,0.05248192469883228,snow,cruising,386.30363577693413,78.27688158996689,4G,0,Model_B,rural,259.1894718584585
35,1367,38,84.54539254526303,0.9285394574133092,0.9404865028198288,76.73909441560734,2.884516219716965,0.8232449186702283,real,0.30591540447865007,1.9407362868347033,0.002861141282042734,clear,braking,53.58846998913447,12.901475423683022,4G,4,Model_C,rural,329.0598266429503
36,1628,2,81.46391847536887,0.8159621520469084,0.9414574082593612,99.62436094563871,1.4458627619607367,0.7653099396571696,real,0.23326822633439936,1.743813003052751,0.007150046163471414,clear,lane_change,370.5651446579423,51.96855695317258,other,2,Model_D,highway,2421.907234857272
37,3656,7,92.06897186762755,0.8533826386602253,0.8295227050661163,93.50251861898234,2.424731079321153,0.9898064377390624,real,0.4909943843124546,6.589237754290661,0.05389559840600272,snow,lane_change,424.16213410136663,21.41573658249075,5G,1,Model_D,rural,714.4817854228056
38,3990,18,93.36425597110032,0.8476976440003545,0.6056159157364656,81.01079220362347,1.7355053256420094,0.7391903144672078,real,0.20939130987299837,5.434381634898294,0.06525684983634794,fog,cruising,253.45078683328032,64.20879092132452,other,0,Model_D,rural,1418.582599334905
39,8938,27,92.38980692019229,0.8731837087699393,0.931498415679436,68.8177675310814,2.9386356736634585,0.8115510353699258,real,0.44406705147868564,9.135488947996066,0.07045962026151446,rain,accelerating,274.6964477758434,76.16374360303453,5G,2,Model_D,rural,325.4599909317505
40,5493,34,89.26988087601144,0.9596731436873656,0.943046717656604,33.31821256675234,4.456102992991863,0.7077516916660033,real,0.0451634769593771,4.747925362615607,0.02666010690115228,clear,accelerating,473.3579547810955,41.33937055611132,5G,2,Model_B,highway,587.6107504476482
41,8892,27,87.5957156035846,0.9942218030750288,0.5983267924764794,46.133301788538375,2.88959442361979,0.7665338475800639,real,0.43568418729916,6.713575619704423,0.09160272252473935,rain,braking,200.92115280764045,97.59702634504548,4G,0,Model_B,urban,2921.8527334323203
42,8533,17,97.26667299143652,0.822275262572145,0.8687130428853387,61.90994729170853,3.195439849800262,0.9341413415140464,real,0.4197240580801327,6.1750971212831365,0.016548096164969994,fog,braking,277.4634811273937,80.82721388955814,5G,4,Model_C,rural,3467.458839857171
43,7613,43,90.38163570272437,0.9482556766318908,0.6432597744635615,79.92992870063887,2.641864450862077,0.7603525696866638,real,0.37582055618162896,9.463936661279442,0.0034333987248364563,rain,accelerating,10.052064201202192,43.206612929330795,4G,2,Model_A,rural,2070.8173467461907
44,2712,44,89.58363755259462,0.9293583383964152,0.9013201561764648,71.37078552153048,0.350710981582832,0.7240190207586896,real,0.11387200895885446,7.407338840376126,0.03409628552264601,clear,accelerating,99.81205689434947,18.915898070850716,other,0,Model_C,rural,3253.137956230179
45,7141,24,80.51284131612871,0.872058685436672,0.9986189499518012,48.81845259595295,1.241006928692862,0.842335953953357,real,0.4569367879373874,7.656490564445674,0.09061941478183372,fog,lane_change,496.2553098193873,18.26482793528851,other,1,Model_A,highway,607.4183598741689
46,9655,25,86.82495655252313,0.98681414308358,0.5150130026646964,20.646435778971053,2.510808474217206,0.7029907704203555,real,0.3983513210837061,8.217913719177956,0.09040343690267935,fog,cruising,387.8948331172586,72.04044789007264,5G,4,Model_D,rural,1180.0439349465362
47,6335,7,87.60391237571714,0.7601423546585208,0.948682932895466,69.6239221900814,1.6201528903490536,0.7254298463278999,real,0.019102931349753372,7.261604328041025,0.01717829514645506,rain,cruising,355.75741745256374,56.89275307739764,5G,2,Model_A,rural,2454.391325880041
48,5586,6,87.97645561793802,0.7327792630928864,0.8113152667993291,48.56259885622431,0.9906416290298518,0.9422877608688924,fake,0.21339222493375978,0.8571532651507352,0.047217495368049284,snow,lane_change,120.57460183544738,82.28450116132547,4G,2,Model_B,highway,925.912497860723
49,7199,24,91.60344738454664,0.9561885900866268,0.9866913095824106,93.46083007105352,2.570250925400348,0.931442003457882,real,0.14719300887603814,2.099370726497889,0.0807023503797325,rain,braking,270.18601736893345,71.52003121116907,4G,2,Model_C,highway,2207.1052537556607
50,9770,33,90.67205093453757,0.8317449449901244,0.7325047587632139,22.39462652704835,1.681767987894467,0.9745416461214688,real,0.3352873700120509,4.591741954779286,0.06129195394391648,snow,lane_change,172.43844474035214,38.84560955093092,5G,4,Model_A,rural,2572.7886062690354
51,875,49,92.15810185586888,0.954090656262118,0.9236939652856868,78.48278113057908,1.3647274515497323,0.9563546307732248,real,0.09396010170973078,9.43486422776496,0.06984205905101763,clear,accelerating,295.97509444780934,68.16265795798299,5G,0,Model_C,highway,982.5656868550846
52,8326,29,95.29766523084255,0.9679270615586244,0.5311970342991386,114.14742375060654,2.3735285454578663,0.9049526689719454,fake,0.3368185581862301,9.667993543466451,0.05140751796325163,fog,accelerating,202.7734924094071,63.61846343351795,other,0,Model_B,rural,2175.086199289524
53,3252,43,96.25971477432188,0.7187372780857214,0.6676395250391478,37.44092671114996,0.7530928646026485,0.7156998571901988,real,0.3731075399920283,9.744942344597295,0.03600434592387001,clear,accelerating,156.56964997883676,56.4420427224168,4G,3,Model_B,highway,2528.909149963642
54,1685,22,94.36246152452988,0.9650394288958182,0.533508268875605,67.16494907505954,4.645954092069496,0.9348545853959972,fake,0.49896615810630895,6.884045579085466,0.025705549135111885,fog,lane_change,488.20149140360826,61.94841312498952,5G,0,Model_C,rural,2729.284564983766
55,4043,26,99.1104739190987,0.8344957166108267,0.9876715667395352,29.142199181713817,4.351740279804271,0.953653243252168,real,0.4599165300060347,6.818917811265177,0.045746829374757894,fog,lane_change,114.36151173151792,21.486720471474776,4G,1,Model_B,urban,2857.361885532108
56,7655,28,80.36465165352723,0.8531297467012696,0.9084869536359184,82.56819122613527,3.567340870128624,0.9397246437315864,real,0.19291469109418224,0.4957266413334327,0.060709536047283866,snow,lane_change,87.23910763553843,90.36906881537895,other,1,Model_C,urban,3474.188977576849
57,3173,21,83.91555971367092,0.887977753327963,0.9262737106229852,75.05316805962255,0.6204477551834354,0.8525437105924079,real,0.43780213006964797,2.986494284461653,0.03600116847024192,fog,braking,288.01504267820565,80.28372451709434,other,1,Model_B,rural,176.0808563094542
58,1121,49,80.15125749956285,0.977914782019026,0.9689826157169472,60.73655242128324,3.901798546901496,0.7698705515948445,real,0.2766583833360479,9.882982574802112,0.064736677245144,rain,cruising,332.83051558848723,54.519177635409655,5G,2,Model_A,rural,1120.7731445858064
59,3943,7,92.94949428309206,0.7057348283289292,0.5425517430598927,72.13770214737411,4.058990907734193,0.953598992706618,real,0.027797074373598386,3.152566053949317,0.030210554712031625,clear,accelerating,390.03806087972214,81.33944549969424,4G,4,Model_C,urban,3264.450829486894
60,8089,17,97.96061097899974,0.8430530404953451,0.6927987962566666,109.65746584690102,3.862046626800255,0.9181488429220416,real,0.3696392662885982,8.391125757504266,0.0704044478239407,rain,cruising,360.0750367408374,17.045879173708485,5G,3,Model_C,rural,1188.842075469269
61,9792,20,84.86964593152598,0.9063166127291682,0.535517444522001,39.6294302311067,0.6584328468842817,0.9942283523166556,real,0.13223620278406428,2.806719250891998,0.05467721652111557,fog,accelerating,21.385894533152094,28.550953844416814,other,0,Model_D,rural,3502.101902928079
62,6973,41,98.54069089592612,0.9168120873094684,0.6053965507750143,22.256451170534724,3.255148989632048,0.7467077793267798,real,0.03521678452937797,6.275376234228163,0.09083609983758328,clear,braking,442.63858333865323,47.94109054183214,4G,4,Model_A,rural,3502.848697039995
63,5775,49,81.20534780579122,0.9077597294611324,0.6146828885188362,106.16648846991008,4.188191499172053,0.7676993749156165,real,0.358364120571364,1.9682292012226488,0.09446160439786853,clear,braking,124.83169520778591,79.57579552351437,other,4,Model_B,urban,2187.586261221972
64,261,20,98.68872053611028,0.7403305388224365,0.7345536055237893,77.71170823879065,2.929031665976372,0.7635394449644508,real,0.2866593127698793,9.057965479445027,0.024732743952856684,fog,braking,115.47822584706962,23.24172910972307,other,0,Model_B,urban,2503.334175654987
65,4397,22,87.03245374479269,0.7898186765115043,0.6342810837268213,109.06584554618424,3.267396138617636,0.937761930286401,real,0.28136314205217194,4.31453519785577,0.03654096929272306,fog,accelerating,327.4867612719745,13.398914905694143,4G,1,Model_A,rural,2823.933007422083
66,1095,28,82.02841656898433,0.807614657625104,0.5504890534088805,79.69452234131725,2.3459810491889006,0.7560721889350355,real,0.47989390460171794,0.2226461109830391,0.01231293781141516,clear,lane_change,59.940127777225904,39.71436836817942,4G,0,Model_A,urban,2797.8401820747704
67,7729,40,89.71743518372651,0.9413311623038516,0.5837455445470539,101.01610899597024,2.690665867431858,0.7199979489469918,real,0.3707933181828085,8.979494076902906,0.028200508135358328,snow,cruising,87.59978818178965,14.363723445399012,5G,3,Model_B,highway,1922.104340115607
68,9567,49,85.13553135441016,0.7836279617243659,0.5736377817760454,62.9673363355148,0.2684466059234536,0.9995682419756886,real,0.050047988663393356,1.2104534637528408,0.05871922094965333,fog,lane_change,379.47829341424404,83.34975870444268,other,3,Model_D,urban,2668.6038644449254
69,1116,7,85.69745803923846,0.7632114891601609,0.9865383989561493,94.98599312882688,3.2309188076690947,0.7074451634335447,real,0.3876280827854743,0.04256706981797698,0.0625911456774088,fog,braking,361.0747839171113,53.3782388381109,4G,0,Model_B,rural,2540.092968240424
70,7969,1,86.14579929852573,0.9872344057114288,0.8796462534592369,111.3041466889856,0.4990913431666801,0.9505732180476596,real,0.08501497543629957,6.6027381662952696,0.07014058581686197,clear,lane_change,354.8282722672642,69.94311828114627,5G,4,Model_B,rural,1365.5847689313864
71,6539,32,96.06051795665329,0.7026589855340406,0.9838807326347808,77.21229637222064,2.2315715122670947,0.8096100524651958,real,0.37038630957912855,0.27325844741396876,0.008301744874062668,fog,accelerating,246.60370075507691,18.623122095456033,other,3,Model_B,rural,1799.4836431231233
72,7992,13,90.78322553350507,0.9993462567045934,0.7198702432539543,38.078515056237954,1.5340099785702983,0.9524846379273446,real,0.11203291851161586,0.18951957555615073,0.06193616491733389,rain,accelerating,141.23052826388255,51.301888821189074,4G,0,Model_A,highway,2354.2087111070286
73,6963,30,86.22615398312007,0.9030463896572188,0.6391842408313283,46.87976150301982,2.772596956037394,0.8663861473633434,real,0.49852123502443124,2.0799483289128027,0.031587483066761506,rain,cruising,496.9613691437145,52.163160458385036,4G,2,Model_D,urban,1027.9151717685208
74,8016,23,92.20667566621836,0.9485407898347352,0.8991465986045933,39.864457689740576,0.7537400440637148,0.970489368845908,real,0.13644359352564744,3.3339071909071927,0.07083178388994506,rain,accelerating,219.8714864896813,70.42123060204744,5G,1,Model_A,rural,2236.994071577527
75,8629,19,94.32301348446389,0.788385818903858,0.6631269590205734,44.68570275957329,3.48905266966926,0.977857895924388,real,0.4152452075382976,0.5399913963624148,0.05262337480284242,rain,cruising,101.08652166666499,10.04273763802028,other,4,Model_C,highway,2048.796718479418
76,978,32,85.45248001467067,0.704294583300118,0.6496916868526741,50.64154493510364,3.995556530949506,0.7027294543842327,real,0.1570690128285133,9.180214956447799,0.04180520257968356,fog,cruising,220.36728302747406,28.524232148865902,5G,2,Model_B,highway,1686.257225205898
77,9368,30,88.27098203050703,0.921360855568459,0.6162529961039156,75.51337867531885,0.9004368037414668,0.7226236527978365,real,0.40437827916387636,3.1538864151338353,0.052994452443259836,fog,lane_change,30.142837674168256,79.1822665037694,other,4,Model_A,rural,2068.37644027286
78,4987,29,82.43772186673895,0.9502433791002028,0.5648394891121177,78.79916294638328,0.6111341280242226,0.7751076188712566,real,0.1747738774013536,4.936004228746879,0.023630767154377542,snow,accelerating,302.87237994597433,64.60711455746193,4G,0,Model_B,urban,2788.2411040370325
79,4959,49,83.6229869906936,0.9221428395860556,0.628231530508383,62.64997472418612,0.8130258656580599,0.9007946249090504,real,0.41429817682961523,6.843462189867021,0.06014237305876231,clear,lane_change,167.20283519877293,84.05138242904091,other,1,Model_C,rural,2263.2692083810016
80,6431,45,93.62235707929966,0.7428550861902515,0.6776598742369438,81.54207798208354,4.397925053302658,0.9664816589534516,real,0.4332536165385549,0.04172797850249155,0.0629570229327467,clear,braking,118.47647104819825,56.269548896403776,5G,0,Model_A,highway,3443.7956118859393
81,8671,29,83.62876695391253,0.9260283766770908,0.8369971040728652,28.157492561136596,2.6881273826061456,0.8379825853881888,real,0.46362944403420436,4.052310764299019,0.043833779241994344,fog,accelerating,87.3816744249541,44.194290551029376,4G,1,Model_C,rural,145.25386150870793
82,8784,30,90.5032676733412,0.9306768346322922,0.5312824211097258,28.778823705815995,2.389578880436763,0.8820919348822795,real,0.2920390989764339,6.110373703901289,0.020456307236204098,clear,accelerating,455.2215670874072,93.70585610932953,other,4,Model_B,highway,3419.452302195859
83,7308,16,94.18092523444864,0.8975621547010164,0.6052534698326715,37.182946035765845,0.622887913601536,0.7565499558386684,real,0.36624157627597026,8.92684300647198,0.03372687825819672,clear,cruising,145.7865422978139,15.663483065921113,5G,1,Model_A,rural,187.01726324338446
84,5376,40,82.13753846189488,0.929834779838676,0.9045118201458382,71.80774980403447,3.282824433109113,0.9414900501645056,real,0.3115814739193916,4.623398232005986,0.08863621382996019,fog,lane_change,417.77357807702913,71.53086370336048,4G,2,Model_A,highway,3277.5153944006634
85,2162,19,91.34624439257809,0.9537764319033196,0.5734609617918853,41.39946786983136,4.35319800028594,0.990198433406041,real,0.06038980408567003,6.940429529045958,0.015426082152683363,rain,cruising,272.430225279067,62.72244932064645,other,3,Model_D,urban,647.2079470766205
86,164,18,85.13125567402727,0.8840812342712375,0.6713225732612608,48.32844034925773,4.158110759684919,0.7805796798743792,fake,0.08222306905322002,3.041330845810326,0.0407068533419869,rain,accelerating,224.99736338851366,52.03524448992771,5G,2,Model_A,highway,3465.888967674419
87,8106,1,99.2585375047516,0.7265814141909037,0.93232946092907,60.03128361729941,3.167668074005926,0.8484477854801639,real,0.4152455216862169,8.670747841129991,0.08404748401054002,fog,braking,206.18010942226155,87.15593151487879,5G,0,Model_C,highway,3143.2464498618933
88,2668,14,89.6709129343985,0.8462883429001633,0.5774626555717213,101.18661240103798,0.4688657115932008,0.7258348331519121,real,0.2653992598401675,5.3125029665243915,0.017592780304639632,rain,braking,416.2912036100019,91.23685519493274,5G,4,Model_C,urban,1339.9766931723475
89,5563,47,96.11985099550316,0.7232948004014815,0.541368417809095,21.38621359128601,0.6507454331624636,0.8677409969388905,real,0.07697651631652677,5.070757928896036,0.03208591243117065,clear,lane_change,137.78343571066142,55.739849330670346,other,1,Model_D,urban,745.0865977660234
90,2127,2,91.00453084312524,0.8222629093097292,0.7422689975400054,84.93788202366224,0.3416140368381409,0.8508350325540042,real,0.02455986954673496,1.8090654940736373,0.08898792151616312,snow,accelerating,351.4505595384117,65.74061780542925,other,4,Model_D,rural,3310.6358593240775
91,2795,28,80.86825065709638,0.8221319467376883,0.6512097556392682,86.88765310406853,1.3616481608130997,0.7433309452465232,real,0.315444749664382,5.215644533431105,0.012543515834864316,fog,braking,458.7785992051521,78.72007737707281,5G,1,Model_B,highway,590.1377415384602
92,9787,49,92.66302751188044,0.7198029532420724,0.7817041822419271,99.86557803566366,0.764741189085851,0.8326198639354225,real,0.343179599395031,6.033648051095893,0.02201486515435277,clear,lane_change,316.453662686031,94.89957965873568,other,2,Model_C,highway,944.476032769745
93,5358,30,99.02806684413314,0.8046461601908438,0.9019024452417376,113.27529390603132,1.3742353972369263,0.8002313956259689,fake,0.1005374222949931,5.799512163284126,0.07943618164598207,fog,accelerating,168.50891233436144,57.904245706462824,5G,1,Model_C,urban,435.59256280971357
94,5718,38,92.03223640292664,0.7332994296373944,0.5685742440763716,22.013784894928985,1.9867844730229125,0.8565492625915567,real,0.08947173104583832,3.651192381011051,0.028712481234758315,clear,accelerating,487.71066246081887,10.882512174935625,4G,1,Model_D,rural,2609.0085656737037
95,6836,4,96.3837771885358,0.9424705630027668,0.7903495422771425,35.378370551321616,4.720615641948565,0.8756963006286398,real,0.494327316234534,6.188083728416277,0.02316016011260874,snow,accelerating,268.97674508967583,82.87347440336123,4G,1,Model_D,urban,3463.7474036394556
96,491,1,97.68412926696816,0.9843064077893412,0.7527543801949319,108.6171294055993,3.0908426929302912,0.7025486735821628,real,0.11951269367227522,5.832430459075781,0.07936450470880041,fog,accelerating,330.5380444528323,49.8419325136598,5G,2,Model_B,rural,977.4633444263321
97,5992,8,84.56159543897866,0.7216949425773815,0.5720393930065998,65.85185621870153,4.191371549846515,0.9283017948848666,real,0.06271599792220846,2.0735013277698378,0.03699949887856981,rain,cruising,411.6300276903129,83.10196755841675,5G,3,Model_B,highway,2860.4808850331297
98,3661,29,84.24089679816453,0.9865345621875105,0.8119992427644912,76.45906389334635,3.580722353490428,0.9139042875585224,real,0.2085911506685963,1.7441399112662925,0.08499392649327335,rain,accelerating,318.82681148165057,64.8829709366806,other,3,Model_A,rural,2128.2470447288483
99,6284,39,92.21961977701984,0.8567729798010235,0.6368202089303858,86.30272037231474,0.6512653395804956,0.8098859158619567,real,0.27383475694675524,2.6206046305665085,0.054271285467992494,fog,braking,294.15558729258055,54.74158920893789,other,1,Model_B,highway,968.7332269481097
100,3199,3,88.2205693961341,0.7898697033861621,0.7439171592720062,87.90666044956374,3.70600999123235,0.7158807806706454,real,0.2380644470352832,6.124213939025799,0.029866977806036067,fog,braking,268.55064615775393,16.10604822159658,other,3,Model_C,rural,588.5789924875551
101,6378,32,96.7972260573344,0.723058622582849,0.5411361621385309,113.17404033165082,1.44798451963971,0.9264797619355152,real,0.4603742660021614,8.347942726313681,0.09231379008294693,clear,accelerating,152.06027785818617,31.154683301442734,5G,3,Model_D,urban,2620.5336938606156
102,8492,10,98.00046246796022,0.8501872804211253,0.7297920286068116,119.69494174116696,3.2316284502740613,0.9865525481434396,real,0.31337309128523777,3.4719947596459755,0.020268689372329552,fog,braking,417.7329201037547,97.06124402694829,other,2,Model_B,highway,2813.430033050939
103,3204,10,87.06842758605436,0.9383546633472246,0.6532317340214102,92.01574609309402,1.770713670850644,0.7720454788066042,real,0.17798379548560456,5.412793943878241,0.09524115124857171,snow,cruising,63.049416710261156,65.02600569723495,5G,3,Model_B,urban,1310.1287138766895
104,7315,19,84.73741117948964,0.9121259431800096,0.9111906055926772,48.72212092051508,4.98859408999683,0.7970573841211114,real,0.42783741506460854,0.7614296856960279,0.04419292553402368,clear,lane_change,44.302594966771025,16.89328535355615,4G,0,Model_B,urban,199.40452585357326
